OBJECTID,Date,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
799,,Active ,American Bullfrog,SA,Thermal Regulating ,,,FacPond,A,-75.15762887,44.58557838
800,,Active,American Bullfrog,J,Thermal Regulating ,,1,FacPond,A,-75.15764661,44.5857153
801,,Active ,American Bullfrog,J,Thermal Regulating ,,1,FacPond,A,-75.15760205,44.58578491
802,,Active,American Bullfrog,A,,,,,A,-75.16580281,44.5814769
803,,Active,American Bullfrog ,SA,Thermal Regulating ,,2,FacPond,A,-75.15763666,44.58580317
804,,Active ,American Bullfrog,SA,Thermal Regulating ,,1,FacPond,A,-75.15766994,44.58587896
805,,Active,American Bullfrog,SA,Thermal Regulating ,,3,FacPond,A,-75.15769101,44.58589481
806,,Active,American Bullfrog,A,Thermal Regulating ,,1,FacPond,A,-75.15812525,44.58591894
807,,Active ,American Bullfrog ,SA,,,2,FacPond,A,-75.15812284,44.58595671
808,,Active,American Bullfrog,SA,Thermal regulating ,,1,Fac,A,-75.15783793,44.58613862
809,,Active ,American Bullfrog,A,Thermal Regulating,,1,FacPond,A,-75.15812604,44.58635034
810,,Active,American Bullfrog,SA,Hunting ,,1,,A,-75.15909846,44.58738077
811,,Active,American Bullfrog,SA,Thermal regulating,,1,,A,-75.15833657,44.58636844
812,,Active,American Bullfrog,SA,Thermo-regulating ,,,Golf,A,-75.15369969,44.59279822
813,,Active,American Bullfrog,A,Thermo-regulating,,1,AthField,A,-75.15886093,44.58411536
814,,Active,American Bullfrog ,J,,,,,A,-75.15222958,44.59118231
815,,Active,American Bullfrog ,M,,,,,A,-75.15220033,44.59122921
816,,Active,American Bullfrog ,SA,,,,,A,-75.15222967,44.59114325
817,,Active,American Bullfrog ,J,,,,,A,-75.15207603,44.59105273
818,,Active,American Bullfrog ,M,,,,,A,-75.15209953,44.59114013
819,,Active,American Bullfrog ,SA,,,,,A,-75.15204859,44.59112672
820,,Active,American Bullfrog ,J,,,,,A,-75.1521566,44.59099716
821,,Active,American Bullfrog ,M,,43,,,A,-75.15220712,44.59099452
822,,Active,American Bullfrog ,M,,43,,,A,-75.15242627,44.59100999
823,,Active,American Bullfrog ,SA,,,3,,A,-75.1527164,44.5908415
824,,Active,American Bullfrog ,J,,,,,A,-75.1529112,44.59104112
825,,Active,American Bullfrog ,M,,43,2,,A,-75.15300854,44.59099475
826,,Active,American Bullfrog ,J,,43,,,A,-75.15305265,44.59102175
827,,Active,American Bullfrog ,J,,43,,,A,-75.1531132,44.5911899
828,,Active,American Bullfrog ,J,,40,2,,A,-75.1528055,44.59124958
829,,Active,American Bullfrog ,J,,,,,A,-75.15269861,44.59129561
830,,Active,American Bullfrog ,J,,60,3,,A,-75.15263232,44.5912504
831,,Active,American Bullfrog ,M,,60,,,A,-75.1525316,44.59126825
832,,Active,American Bullfrog ,J,,52,2,,A,-75.1524159,44.59119109
833,,Active,American Bullfrog ,J,,52,,,A,-75.15218731,44.59134705
834,,Active,American Bullfrog ,J,,,,,A,-75.15269537,44.5912917
835,,Active,American Bullfrog,A,,,2,Golf,A,-75.15288354,44.59094479
836,,Active,American Bullfrog,A,,,1,Golf,A,-75.15279643,44.59087328
837,,Active,American Bullfrog,SA,Underwater,,1,Golf,A,-75.15273585,44.59090161
838,,Active,American Bullfrog,A,Thermo-regulating ,,,Golf,A,-75.15256997,44.59097251
839,,Active,American Bullfrog ,SA,,,3,,A,-75.14910724,44.58792129
840,,Active,American Bullfrog ,,,,2,,A,-75.14904647,44.58803176
841,,Active,American Bullfrog ,,,,6,,A,-75.14906516,44.58809882
842,,Active,American Bullfrog ,A,,,6,,A,-75.14924093,44.5881984
843,,Active,American Bullfrog ,A,,,3,,A,-75.14925577,44.58821835
844,,Active,American Bullfrog ,,,,4,,A,-75.14935493,44.58823272
845,,Active,American Bullfrog ,,,,11,,A,-75.14935467,44.58798939
846,,Active,American Bullfrog ,J,,,14,,A,-75.15304007,44.59093366
847,,Active,American Bullfrog ,,,,,,A,-75.16523235,44.58246287
848,,Active,American Bullfrog ,A,,,,,A,-75.16570216,44.58147055
849,,Active,American Bullfrog ,,,,2,,A,-75.16575077,44.58140755
850,,Active,American bullfrog ,SA,Thermal regulating ,,1,Kip,A,-75.15073507,44.58341976
851,,Active,American bullfrog ,A,,60,1,,A,-75.15045174,44.58355441
852,,Active,American Toad,J,,,,,A,-75.15968657,44.58532355
853,,Active,American Toad,A,,63,,,A,-75.15930366,44.58495632
854,,Active,American Toad,,,,,,A,-75.15904794,44.58471754
855,,Active,American Toad,J,,,,,A,-75.15904833,44.58304743
856,,Active,American Toad,J,,,,,A,-75.16013992,44.58244898
857,,Active,American Toad,J,,,,,A,-75.16283682,44.5808495
858,,Active,American Toad,J,,,,,A,-75.16278291,44.58076459
859,,Active,American Toad,,,,,,A,-75.1630666,44.58051305
860,,Active,American Toad,J,,,,,A,-75.16337419,44.58004694
861,,Active,American Toad,J,,,,,A,-75.16383089,44.5797864
862,,Active,American Toad ,SA,,,,,A,-75.16388176,44.57991525
863,,Active,American Toad ,,,,,,A,-75.16555486,44.58173435
864,,Active,American toad,SA,,,,,A,-75.16268777,44.58176026
865,,Active,Blue spotted ,J,,,,,A,-75.16584741,44.58101565
866,,Active,Blue spotted ,,,,2,,A,-75.16531835,44.58251902
867,,Active,Blue spotted ,,,,6,,A,-75.16545799,44.5836355
868,,Active,Blue Spotted Salamander,,,,,,A,-75.16573003,44.58142861
869,,Active,Blue Spotted Salamander,,,,7,,A,-75.16567533,44.58156028
870,,Active,Blue Spotted Salamander,,,,4,,A,-75.1656581,44.58144848
871,,Active,Blue spotted salamander,A,,,,,A,-75.16037956,44.58336627
872,,Active,Blue spotted salamander,A,,,,,A,-75.16297988,44.58069534
873,,Active,Blue Spotted Salamander ,J,,,,,A,-75.16312891,44.58044643
874,,Active,Blue Spotted Salamander ,J,,,2,,A,-75.16326578,44.58022905
875,,Active,Blue spotted salamander ,J,,,,,A,-75.16298717,44.58012599
876,,Active,Blue spotted salamander ,A,,45,2,,A,-75.16344377,44.58002946
877,,Active,Blue spotted salamander ,J,,,,,A,-75.16337076,44.58002516
878,,Active,Blue spotted salamander ,A,,,,,A,-75.16343435,44.58001914
879,,Active,Blue spotted salamander ,A,,,,,A,-75.16340224,44.58000986
880,,Active,Blue spotted salamander ,A,,,,,A,-75.16450362,44.58006397
881,,Active,Blue spotted salamander ,A,,,,,A,-75.16445735,44.58013182
882,,Active,Blue spotted salamander ,SA,,,,,A,-75.16462985,44.58009666
883,,Active,Blue spotted salamander ,SA,,,,,A,-75.16510276,44.5804184
884,,Active,Blue spotted salamander ,J,,,2,,A,-75.16521709,44.58030989
885,,Active,Blue spotted salamander ,A,,,2,,A,-75.16526108,44.58042826
886,,Active,Blue spotted salamander ,A,,,3,,A,-75.16522673,44.58052933
887,,Active,Blue spotted salamander ,A,,,2,,A,-75.16554543,44.58056018
888,,Active,Blue spotted salamander ,J,,,3,,A,-75.16553334,44.58060548
889,,Active,Blue spotted salamander ,,,,4,,A,-75.16591002,44.58106996
890,,Active,Blue spotted salamander ,A,,,3,,A,-75.16582964,44.58126338
891,,Active,Blue spotted salamander ,A,,,5,,A,-75.16582671,44.58145985
892,,Active,Blue spotted salamander ,A,,,,,A,-75.1651787,44.58312785
893,,Active,Blue spotted salamander ,J,,,,,A,-75.16513107,44.5832051
894,,Active,Blue Spotted Salamander ,J,,,,,A,-75.16541608,44.58213258
895,,Active,Blue Spotted Salamander ,J,,,,,A,-75.16580818,44.58146756
896,,Active,Blue spotted salamander ,J,,,3,,A,-75.16567878,44.5815175
897,,Active,Blue spotted salamander ,J,,,6,,A,-75.16568589,44.58148357
898,,Active,Blue spotted salamander ,J,,,2,,A,-75.16579468,44.5814863
899,,Active,Blue spotted salamander ,J,,,,,A,-75.1657905,44.5814645
900,,Active,Blue spotted salamander ,J,,,,,A,-75.16568296,44.58116208
901,,Active,Blue spotted salamander ,J,,,6,,A,-75.16579787,44.58109008
902,,Active,Blue spotted salamander ,SA,,,1,,A,-75.16579393,44.58107994
903,,Active,Blue spotted salamander ,J,,,,,A,-75.16596459,44.58111992
904,,Active,Blue spotted salamander ,J,,,,,A,-75.16553686,44.58058608
905,,Active,Blue spotted salamander ,J,,,,,A,-75.1655071,44.58061164
906,,Active,Blue spotted salamander ,,,,,,A,-75.1655527,44.58065665
907,,Active,Blue spotted salamander ,J,,,4,,A,-75.16552915,44.58065812
908,,Active,Blue spotted salamander ,J,,,,,A,-75.16552001,44.58063448
909,,Active,Blue spotted salamander ,J,,,2,,A,-75.16572319,44.58105232
910,,Active,Blue spotted salamander ,J,,,2,,A,-75.16579024,44.58118069
911,,Active,Blue spotted salamander ,J,,,,,A,-75.1657814,44.58118447
912,,Active,Blue spotted salamander ,J,,,,,A,-75.16581153,44.58119125
913,,Active,Blue spotted salamander ,J,,,,,A,-75.1657993,44.58113597
914,,Active,Blue spotted salamander ,J,,,,,A,-75.16579075,44.58118136
915,,Active,Blue spotted salamander ,J,,,,,A,-75.16487202,44.58362899
916,,Active,Blue spotted salamander ,J,,,,,A,-75.16585638,44.5815663
917,,Active,Blue spotted salamander ,J,,42,,,A,-75.16550895,44.58085195
918,,Trail,Blue spotted salamander ,,,56,,,A,-75.16042551,44.58331553
919,,Trail,Blue spotted salamander ,,,,,Trail,D,-75.16068034,44.58315892
920,,Trail,Blue spotted salamander ,,,,12,,A,-75.1610317,44.58288888
921,,Active,Blue spotted salamander ,,,,,,A,-75.16270602,44.58117491
922,,Active,Blue spotted salamander ,,,,7,,A,-75.16323531,44.58029493
923,,Trail,Blue spotted salamander ,,,,4,,A,-75.16542561,44.58056203
924,,Active,Blue spotted salamander ,,,,,,A,-75.1607746,44.58322533
925,,Active,Blue spotted salamander ,,,,,,A,-75.16122311,44.58255377
926,,Active,Blue spotted salamander ,,,,,,A,-75.16142093,44.58257209
927,,Active,Blue spotted salamander ,,,,2,,A,-75.16150105,44.58253236
928,,Active,Blue spotted salamander ,,,,,,A,-75.16565679,44.58068336
929,,Active,Blue spotted salamander ,,,,4,,A,-75.16449085,44.58012703
930,,Active,Blue spotted salamanders ,A,,44,,,A,-75.16577214,44.58112864
931,,Active,Blue spotted salamanders ,A,,44,,,A,-75.16156593,44.58249141
932,,Active,Blue-Spotted Salamander,A,,42,3,Kip,A,-75.16478207,44.58267657
933,,Active,Blue-spotted salamander,A,,40,,,A,-75.16567647,44.58181655
934,,Active,bulfrog,A,,,,,A,-75.15812157,44.58241388
935,,Active,Bulk Frog,A,,,1,LittleR,A,-75.1570903,44.58116382
936,,Active,Bull frog,J,,,,Golf,A,-75.15226328,44.59121412
937,,Active,Bull frog,L,Feeding,52,50,,A,-75.15220737,44.59112226
938,,Active,Bull frog,L,,51,50,Golf,A,-75.15215809,44.59115901
939,,Active,Bull frog ,J,In water,,,Golf,A,-75.1520057,44.59103026
940,,Active,Bull frog,J,,,,,A,-75.15221853,44.59097979
941,,Active,Bull frog ,J,,,,,A,-75.15240183,44.59098861
942,,Active,Bull frog ,J,,,,,A,-75.1530609,44.59088153
943,,Active,Bull frog,J,,,,,A,-75.15293593,44.59084255
944,,Active,Bull frog ,SA,,58,,,A,-75.1528718,44.59116106
945,,Active,Bull frog ,SA,,,,,A,-75.15260224,44.59128533
946,,Active,Bull frog ,J,,53,,,A,-75.15252898,44.59125071
947,,Active,Bull frog,J,,,,,A,-75.1520979,44.59133289
948,,Active,Bull Frog,L,Swimming,55,25,LittleR,A,-75.15791763,44.58245302
949,,Active,Bull Frog,A,,,,,A,-75.15766005,44.58062656
950,,Active,Bull Frog,,,,1,LittleR,A,-75.15914801,44.58129083
951,,Active,Bull frog,M,In water,,4,,A,-75.15311035,44.59078195
952,,Active,Bull frog,SA,In water,,2,,A,-75.16526872,44.58234946
953,,Active,Bull frog,SA,,,,,A,-75.16594984,44.58107638
954,,Active,Bull frog,,,,,,A,-75.16531036,44.58044575
955,,Active,Bull frog,SA,Swimming ,,1,,A,-75.15167672,44.58315798
956,,Active,Bull Frog,A,Swimming ,,1,Kip,A,-75.15202624,44.58329031
957,,Active,Bull frog,A,,,,,A,-75.16035567,44.58332935
958,,Audio,Bull frog ,,,,,,A,-75.16265741,44.58126579
959,,Active,Bull frog,,,,,,A,-75.16539705,44.58053529
960,,Trail,Bull frog,A,,,,,A,-75.16584629,44.58122875
961,,Active,bullfrog ,J,,,,,A,-75.15180793,44.58319697
962,,Active,Bullfrog,SA,Hopping around,,2,,A,-75.15780346,44.59084431
963,,Active,bullfrog,A,,,,,A,-75.13687955,44.58713585
964,,Active,Bullfrog,SA,Sitting in water still,,1,,A,-75.15416991,44.59281381
965,,Active,Bullfrog,SA,Swimming,,4,,A,-75.15418105,44.59271008
966,,Active,Bullfrog,SA,Hopping in grass ,,1,OthSiteSub,A,-75.16240664,44.59108244
967,,Active,bullfrog,J,,,,,A,-75.14832523,44.58403575
968,,Active,bullfrog,J,,,,,A,-75.15844337,44.58340793
969,,Active,bullfrog,L,,,,,A,-75.15814163,44.58313847
970,,Active,bullfrog ,A,,,4,,A,-75.1581611,44.5831241
971,,Active,bullfrog,A,,,,,A,-75.15817448,44.5831008
972,,Active,bullfrog,A,,,,,A,-75.15816573,44.58308832
973,,Active,bullfrog,J,,,,,A,-75.15815873,44.58307765
974,,Active,bullfrog,A,,,2,,A,-75.15820245,44.5830279
975,,Active,bullfrog,A,,,,,A,-75.15818827,44.58301128
976,,Active,bullfrog,A,,43,5,,A,-75.1582042,44.58290125
977,,Active,bullfrog,J,,,,,A,-75.15822437,44.58275645
978,,Active,bullfrog,A,,,5,,A,-75.15826285,44.58273397
979,,Active,bullfrog,A,,,7,,A,-75.15813507,44.58265123
980,,Active,bullfrog,J,,,,,A,-75.15818137,44.5825274
981,,Active,Bullfrog,A,,,,,A,-75.15803179,44.58072287
982,,Active,bullfrog,A,,,2,,A,-75.15819457,44.58254297
983,,Active,bullfrog,A,,,,,A,-75.15814542,44.58246957
984,,Active,bullfrog,A,,,,,A,-75.15812373,44.58237025
985,,Active,bullfrog,A,,,,,A,-75.15807278,44.58231065
986,,Active,bullfrog,A,,,,,A,-75.1581235,44.58226312
987,,Active,Bullfrog,J,,63,2,,A,-75.15783223,44.58068321
988,,Active,bullfrog,A,,,2,,A,-75.15812033,44.58228707
989,,Active,bullfrog ,A,,55,4,,A,-75.15786637,44.58198848
990,,Active,bullfrog ,A,,,3,,A,-75.15792308,44.5819392
991,,Active,bullfrog,A,,,,,A,-75.15775657,44.58188117
992,,Active,bullfrog,A,,,,,A,-75.15779983,44.58187445
993,,Active,bullfrog,A,,,,,A,-75.15775195,44.58174307
994,,Active,Bullfrog ,SA,,,5,,A,-75.14755994,44.58776656
995,,Active,bullfrog,A,,53,,,A,-75.15766033,44.58170008
996,,Active,bullfrog,A,,63,,,A,-75.1575435,44.58145963
997,,Active,bullfrog,A,,,2,,A,-75.15747577,44.58143837
998,,Active,Bullfrog ,A,,,,,A,-75.15723691,44.58092702
999,,Incid,bullfrog,A,,,,,A,-75.15156495,44.58286253
1000,,Active,Bullfrog ,J,,56,,,A,-75.16562428,44.58092789
1001,,Active,Bullfrog,A,,,,,A,-75.15812825,44.57758616
1002,,Active,bullfrog,A,,,,,A,-75.1580714,44.57777232
1003,,Active,Bullfrog ,J,,,,,A,-75.15812555,44.57753063
1004,,Active,bullfrog,A,,,2,,A,-75.1579998,44.57761467
1005,,Active,Bullfrog ,A,Sitting in water,,1,Golf,A,-75.15416396,44.59073069
1006,,Active,Bullfrog,A,,,,,A,-75.15747509,44.57704636
1007,,Active,Bullfrog,SA,Sitting next to stream,,1,Golf,A,-75.15197947,44.59155321
1008,,Active,Bullfrog,L,,,10,,A,-75.15823566,44.58588982
1009,,Active,Bullfrog ,L,,,4,,A,-75.15818674,44.58547846
1010,,Active,bullfrog,L,,,10,,A,-75.1579797,44.58593147
1011,,Active,Eastern Newt,J,,,,,A,-75.15929268,44.58494379
1012,,Active,Eastern Red-back Salamander,A,,,,,A,-75.15792382,44.57906616
1013,,Active,Gray tree ,,Calling,59,1,,A,-75.15418076,44.59270608
1014,,Incid,Gray tree frog,A,,,1,OthSiteSub,A,-75.16291785,44.58938594
1015,,Active,Gray tree frog,,,,,,A,-75.13896237,44.58981863
1016,,Active,Gray tree frog,SA,,,,,A,-75.16340459,44.58001129
1017,,Active,Gray Treefrog,J,,,,,A,-75.15913165,44.58295563
1018,,Audio,Gray treefrog,A,Calling,,2,,A,-75.15668683,44.59251742
1019,,Active,Gray Treefrog,J,,,,,A,-75.1627182,44.58109644
1020,,Active,Green Frog,J,,,,Kip,A,-75.15920618,44.5848976
1021,,Active,Green Frog,J,,,,,A,-75.16149452,44.58120336
1022,,Active,Green Frog,J,,,,,A,-75.16206732,44.58132792
1023,,Active,Green Frog,A,,,,,A,-75.16213395,44.58143551
1024,,Active,Green Frog,A,,,,,A,-75.16225671,44.58144611
1025,,Active,Green Frog,A,,,,,A,-75.16403485,44.57982198
1026,,Active,Green Frog,A,,,,,A,-75.16413366,44.57984524
1027,,Active,Green Frog,SA,,53,,,A,-75.16596777,44.58145562
1028,,Active,Green Frog,A,,53,,,A,-75.16568405,44.58157519
1029,,Active,Green Frog,SA,,53,7,,A,-75.15160016,44.58308934
1030,,Active,Green Frog,,,53,13,,A,-75.14002729,44.59057207
1031,,Active,Green Frog,A,sitting,,1,Kip,A,-75.1544303,44.58338378
1032,,Active,green frog,J,,,,Kip,A,-75.15197075,44.58042604
1033,,Active,green frog,J,,,,WachtFS,A,-75.15289988,44.5825796
1034,,Active,green frog,J,,,,,A,-75.15276242,44.58272972
1035,,Active,green frog,J,,,,,A,-75.15272417,44.58269512
1036,,Active,green frog,A,,,,,A,-75.15262465,44.58271872
1037,,Active,green frog,A,,,,,A,-75.15182132,44.58315045
1038,,Active,green frog ,J,,,,,A,-75.1517336,44.58319968
1039,,Active,green frog,J,,,,Trail,A,-75.13534718,44.58847998
1040,,Active,green frog,A,,,,,A,-75.13723283,44.58732938
1041,,Active,green frog,A,,,,,A,-75.13968857,44.59020507
1042,,Active,green frog,J,,,,,A,-75.13968232,44.59029408
1043,,Active,green frog,A,,,,,A,-75.14016848,44.59066888
1044,,Active,green frog,A,,,,,A,-75.13930535,44.59009012
1045,,Active,Green Frog,A,,42,,Field,A,-75.15893509,44.58409515
1046,,Active,Green Frog,A,Sitting in water,60,,Field,A,-75.15898023,44.58407482
1047,,Active,Green Frog,J,Swimming ,,1,Field,A,-75.15908724,44.58391788
1048,,Active,Green Frog,J,Sitting in water,60,1,Field,A,-75.16050812,44.58328735
1049,,Active,Green frog,J,,60,,,A,-75.1621653,44.58142496
1050,,Active,Green frog ,SA,,,,,A,-75.15226613,44.59091774
1051,,Active,Green Frog ,SA,,,,,A,-75.15242627,44.59100999
1052,,Active,Green Frog ,SA,,52,,,A,-75.15302321,44.59116122
1053,,Active,Green Frog,A,,51,,,A,-75.16580969,44.58143986
1054,,Incid,green frog,A,,51,,,A,-75.15937828,44.5813486
1055,,Active,green frog,A,,51,,,A,-75.14964692,44.5840274
1056,,Active,green frog,A,,52,,,A,-75.15164275,44.58310633
1057,,Active,green frog,J,swimming,51,,,A,-75.15162655,44.58309337
1058,,Active,green frog,J,,53,,,A,-75.1528873,44.58256487
1059,,Active,Green Frog,A,,51,2,,A,-75.15857364,44.58105862
1060,,Active,Green frog ,J,,51,2,,A,-75.15783218,44.580631
1061,,Active,green frog,A,,51,,,A,-75.15813373,44.58226838
1062,,Active,green frog,A,,,,,A,-75.15770215,44.58170415
1063,,Active,Green Frog,J,In water,,1,LittleR,A,-75.15746794,44.58161688
1064,,Active,Green Frog,J,,,,,A,-75.16532008,44.58241912
1065,,Active,Green frog,J,,,,,A,-75.16534569,44.58238026
1066,,Active,Green Frog,,,,,,A,-75.16508457,44.58241333
1067,,Active,Green Frog,,,,,,A,-75.1652585,44.58239456
1068,,Active,Green frog,J,,,,,A,-75.16571062,44.58185175
1069,,Active,Green frog,,,,,,A,-75.16621303,44.58158419
1070,,Active,Green frog,A,Sitting ,,,,A,-75.15328267,44.58254986
1071,,Active,Green Frog,A,Jumping ,,1,Kip,A,-75.15352576,44.5826251
1072,,Active,Green Frog,A,Jumping ,,1,Kip,A,-75.15203454,44.58327985
1073,,Active,Green Frog,J,Sitting in water,,3,Kip,A,-75.1516875,44.58311626
1074,,Active,Green frog ,A,Jumping ,,1,Kip,A,-75.15290446,44.58259993
1075,,Active,Green Frog,J,Swimming ,,3,Kip,A,-75.14979808,44.58396461
1076,,Active,Green Frog,A,Swimming,63,1,Kip,A,-75.14973337,44.58396164
1077,,Active,Green Frog,A,Thermoregulating ,,1,Kip,A,-75.14977187,44.5839169
1078,,Active,Green Frog,A,Thermoregulating ,,1,Kip,A,-75.1518762,44.58310647
1079,,Active,Green Frog,A,Thermoregulating ,63,1,Kip,A,-75.15349768,44.58264664
1080,,Incid,green frog,A,,,3,Kip,A,-75.16189875,44.58145255
1081,,Incid,green frog,A,,,2,Kip,A,-75.16205308,44.58133683
1082,,Incid,green frog,A,,,,,A,-75.16196812,44.58135412
1083,,Active,Green frog,J,,,,,A,-75.16067737,44.58643271
1084,,Active,Green frog,SA,,,,,A,-75.15855666,44.58434301
1085,,Active,Green frog ,SA,,,,,A,-75.16465207,44.58014326
1086,,Active,Green frog ,J,,,,,A,-75.16454162,44.57997963
1087,,Active,Green frog ,SA,,,,,A,-75.16535156,44.58243522
1088,,Active,Green frog,,,,,,A,-75.16588245,44.58148453
1089,,Active,Green frog ,A,,,3,,A,-75.15818975,44.57767781
1090,,Active,Green frog,A,,,,,A,-75.15812423,44.57759421
1091,,Active,green frog,J,,55,,,A,-75.15803493,44.57764155
1092,,Active,Green frog,A,,54,2,,A,-75.1580697,44.57758668
1093,,Active,green frog,J,,,,,A,-75.158052,44.57759763
1094,,Active,Green Frog ,A,Sitting in water,,1,Golf,A,-75.15396807,44.59067169
1095,,Active,Green frog,A,,,2,,A,-75.15755759,44.57716138
1096,,Active,Green frog,J,,,,,A,-75.1575525,44.57712926
